tqi_mile,record_count,time_span_days,tqi_mean,tqi_std,seasonal_amplitude,ma_mae,holt_mae,lstm_mae,data_driven_mae,rolling_anchor_mae,post_maintenance_mae,best_trident_strategy,best_trident_mae,plane_mae,elevation_mae,plane_better,best_overall_method,best_overall_mae,trident_vs_baseline,trident_is_best
774400,515,4845,3.390252427184466,0.8117412364720875,1.8584666666666667,0.7909136878814299,0.768021328618105,1.05043553428369,0.7869985663082436,0.40118835505726047,1.6297741041986684,rolling_anchor,0.40118835505726047,0.13882809301624857,0.2186931447847526,True,RollingAnchor,0.40118835505726047,47.7633836316609,True
776400,515,4845,3.020130097087379,0.5576636858750665,0.9931416666666668,0.6672345248474282,0.5329974537934858,1.2195851587031803,0.5864763261648743,0.4852700664393742,1.2283719406041982,rolling_anchor,0.4852700664393742,0.14436885867472435,0.24941540605553636,True,RollingAnchor,0.4852700664393742,8.954524456809882,True
783400,516,4845,2.848248062015504,0.5913560461322839,0.6931500000000002,1.1566521360069744,1.0980209757072668,1.8062440958315369,0.8699219015280136,1.0806586132771159,0.47494750723693696,post_maintenance,0.47494750723693696,0.09324391171511101,0.13215915901870134,True,PostMaintenance,0.47494750723693696,56.74513349519488,True
779400,514,4845,2.835624513618677,0.577745403722667,0.6878611111111108,1.0501673931996511,0.9286881278855351,1.5243597799279787,0.8111970347740135,0.9902067353356632,0.4203898940878656,post_maintenance,0.4203898940878656,0.09052074554835216,0.13211087669421934,True,PostMaintenance,0.4203898940878656,54.732931167643784,True
793400,515,4845,3.1329495145631068,0.7612332185411146,0.5684333333333331,1.5198727114210988,1.4859659294908074,2.140631699153107,1.3055239964157705,1.4646292809000516,0.6598184492936959,post_maintenance,0.6598184492936959,0.18750197198654225,0.5371350713698897,True,PostMaintenance,0.6598184492936959,55.59666367856803,True
789400,511,4845,2.963968688845401,0.701145065545824,0.7913603603603603,1.4784582560296842,1.4179981241443418,2.1832627854860465,1.07780788679108,1.3915139443946432,0.6037870871925756,post_maintenance,0.6037870871925756,0.16362808184362662,0.23109199943667758,True,PostMaintenance,0.6037870871925756,57.41975416526613,True
792400,515,4845,3.3875067961165044,0.8533879548088705,0.6028833333333337,1.5287508960573477,1.2770231614618297,1.7859515273495334,1.4134112544802868,1.669689666225006,0.438239940610419,post_maintenance,0.438239940610419,0.19668190467427354,0.21447933088383894,True,PostMaintenance,0.438239940610419,65.68269442280449,True
788400,515,4845,3.107906796116505,0.6040663946909877,0.9164000000000003,1.1097628596338278,1.1019528776962964,1.7488600446797546,0.7487324731182792,0.9853937191981438,0.5127789932532152,post_maintenance,0.5127789932532152,0.15827839347498399,0.11096276838752528,False,PostMaintenance,0.5127789932532152,53.46634110841356,True
794400,516,4845,3.0376647286821705,0.6863309640612513,0.6444833333333335,1.3746974716652136,1.3663049727388035,2.010284872918438,1.062399517469395,1.3031112523782236,0.6049207645222029,post_maintenance,0.6049207645222029,0.29606367563282765,0.4622459115470395,True,PostMaintenance,0.6049207645222029,55.7257876834321,True
790400,513,4845,2.901851851851852,0.5907449725054875,0.7703055555555558,1.1361565461565466,1.0026878053388524,1.7940636591957357,0.8774858011069713,1.071210645954853,0.4757364199834845,post_maintenance,0.4757364199834845,0.21351282614389727,0.21222012486770664,False,PostMaintenance,0.4757364199834845,52.55388392574375,True
778400,515,4845,2.8307844660194172,0.46216334276990134,0.34204166666666724,0.7213931996512639,0.6014630919900814,1.2570127958188309,0.6538295340501792,0.7467855294273138,0.45118400947260656,post_maintenance,0.45118400947260656,0.10963815109631221,0.11678010528714881,True,PostMaintenance,0.45118400947260656,24.985586733217716,True
787400,516,4845,3.0752984496124034,0.5700618362622077,1.0627573529411762,0.6297611159546644,0.615355269779999,1.2844244010656227,0.5642420159056386,0.4576920516927516,1.1841188123931996,rolling_anchor,0.4576920516927516,0.10733768590621678,0.12603715465301432,True,RollingAnchor,0.4576920516927516,25.62149474134103,True
781400,510,4845,2.9750098039215684,0.5686329571720934,0.7204821428571426,0.9936328976034858,0.8751358649313176,1.5251063318620397,0.7980153237765693,0.9461850228798858,0.4615909412893695,post_maintenance,0.4615909412893695,0.17880285127930617,0.21410549405986054,True,PostMaintenance,0.4615909412893695,47.25493951438088,True
813400,506,4845,3.522177865612649,0.6696473610066407,1.5207974828375286,0.7531140350877195,0.5882776507130514,1.3200016282561409,0.7168338537020519,0.6416688733020337,0.8532866902163213,rolling_anchor,0.6416688733020337,0.06358597949143606,0.1693683533094373,True,Holt,0.5882776507130514,-9.075854322234887,False
895400,511,4845,2.627078277886497,0.48746629620824994,0.9056111111111114,0.443123903123903,0.41920869059021304,0.790866053375793,0.4270874531630835,0.25774097278631825,1.3561421934000875,rolling_anchor,0.25774097278631825,0.11775208158632734,0.12012893623115031,True,RollingAnchor,0.25774097278631825,38.517263937577454,True
892400,497,4845,3.1309154929577465,0.37191786199370447,0.5273809523809518,0.3393333333333332,0.29605281018136603,0.7019267945990719,0.35000384245917376,0.25152641081636146,0.6779843329990797,rolling_anchor,0.25152641081636146,0.12931461317973297,0.183227468711453,True,RollingAnchor,0.25152641081636146,15.040019156625162,True
744400,512,4845,3.2644121093750003,0.5892093611958201,0.9423000000000004,1.0126746226746226,0.8761473030018094,1.6355076860996822,0.7535679822970328,0.9487022078502284,0.5068920667416523,post_maintenance,0.5068920667416523,0.353709596891208,0.45154570297367064,True,PostMaintenance,0.5068920667416523,42.1453373188543,True
738400,510,4845,3.16201568627451,0.5632903962259368,0.7690333333333332,0.9547518106341637,0.9490286751737156,1.6069758158523795,0.6134756229289101,0.8645515601155249,0.42783950523090747,post_maintenance,0.42783950523090747,0.08552525898520599,0.1515280703124941,True,PostMaintenance,0.42783950523090747,54.91816881585867,True
893400,507,4845,2.9199881656804734,0.5271635411038573,0.9358985507246382,0.5216503267973858,0.43195614613503025,0.8612609029401508,0.5137552896864961,0.3288439540579781,0.2769657271452182,post_maintenance,0.2769657271452182,0.1021108069408901,0.16267967845156134,True,PostMaintenance,0.2769657271452182,35.88105421733292,True
731400,506,4845,3.2610276679841896,0.6858188566840823,0.7016944444444446,1.062281294452347,1.0097929131040324,1.5138912170690717,0.9859991079393398,1.029960040002125,0.8201660247483862,post_maintenance,0.8201660247483862,0.2577035647530578,0.26593059746494413,True,PostMaintenance,0.8201660247483862,18.7787897790594,True
737400,479,4845,3.2708789144050106,0.5220733147528819,0.599362745098039,0.5598066816816816,0.5825691545880285,1.1036562835995327,0.6573126865671641,0.5018130724431595,0.49494505816466844,post_maintenance,0.49494505816466844,0.13961044244081475,0.23383290628509684,True,PostMaintenance,0.49494505816466844,11.58643253813374,True
736400,509,4845,3.2859783889980356,0.7135332855109461,0.8531,1.1511819172113293,1.0704811648019306,1.6918746103447269,0.9813427149886171,1.0904144317642646,0.7970860911215119,post_maintenance,0.7970860911215119,0.35753064435632737,0.5171959629611135,True,PostMaintenance,0.7970860911215119,25.53945671066567,True
936400,480,4845,2.83554375,0.2582913224786022,0.3410000000000002,0.2658251633986928,0.2623913989242116,0.5724557205744242,0.26672879464285715,0.2384888453210873,0.2428901613632217,rolling_anchor,0.2384888453210873,0.15816475823632942,0.19147941153170003,True,RollingAnchor,0.2384888453210873,9.109503475008433,True
753400,513,4845,2.7923196881091616,0.5863486350445889,0.516342857142857,1.0929308529308532,1.0215539645626246,1.6337353808837956,0.9199645479868318,1.0641587334471847,0.44402383678028146,post_maintenance,0.44402383678028146,0.1169581446268401,0.11801465298914512,True,PostMaintenance,0.44402383678028146,56.53447079808564,True
751400,513,4845,2.9195165692007796,0.5789830357462614,0.4817,1.0703861003861002,1.0085993032286045,1.625496200157979,0.9100416742032339,1.027055020868143,0.4549737948068788,post_maintenance,0.4549737948068788,0.2477202022831553,0.4144035628105931,True,PostMaintenance,0.4549737948068788,54.89053052580222,True
809400,512,4845,3.08458203125,0.5748410663607211,0.5448166666666672,1.0874429624429627,0.9719940991375188,1.709729966103402,0.8126238844953928,1.0306571801687057,0.42515886107991685,post_maintenance,0.42515886107991685,0.11115363836630195,0.13918764343446008,True,PostMaintenance,0.42515886107991685,56.259110887898004,True
749400,512,4845,2.706837890625,0.44956192972641523,0.39227857142857125,0.7640367965367965,0.75162278399056,1.2239688312154842,0.6355292751940794,0.7155193011573532,0.5357152523799886,post_maintenance,0.5357152523799886,0.23943060521347304,0.333388008102986,True,PostMaintenance,0.5357152523799886,28.72551713563849,True
811400,491,4845,3.1909327902240325,0.3271877286197354,0.5536499999999998,0.24383292383292376,0.2895450503128715,0.5300547833227872,0.25336317075092557,0.19184719411491483,1.067019388368538,rolling_anchor,0.19184719411491483,0.0742411021922352,0.09381867682,True,RollingAnchor,0.19184719411491483,21.320225710630435,True
828400,513,4845,2.8106822612085773,0.6524401840527237,0.6466500000000002,1.2426360126360128,1.1826872720092825,1.7296806486094962,1.0553673624425717,1.206733771730516,0.5382132111505984,post_maintenance,0.5382132111505984,0.1680956560820468,0.29064448649897295,True,PostMaintenance,0.5382132111505984,54.49234773312297,True
827400,513,4845,2.6505653021442495,0.6230216565231359,0.7107029411764705,1.1282502632502633,1.0243086868330449,1.6351659942817935,0.9666604565351086,1.1118960068022339,0.47840211864067383,post_maintenance,0.47840211864067383,0.12312122206396421,0.10108525064154684,False,PostMaintenance,0.47840211864067383,53.29512237958301,True
812400,489,4845,3.026529652351738,0.3426116481302264,0.4535765765765767,0.25334068762640205,0.26023152597334426,0.5533714097574634,0.3818702112423921,0.21094381007946575,1.167366492276523,rolling_anchor,0.21094381007946575,0.15269719089498976,0.16489466062533614,True,RollingAnchor,0.21094381007946575,16.735123735615016,True
885400,505,4845,3.3525742574257427,0.498889404405494,0.5385598455598455,0.33255689900426727,0.32548076413705807,0.8528541970967953,0.46111562546593127,0.34533492020749423,1.0733600645225034,rolling_anchor,0.34533492020749423,0.19888257316275856,0.23429169960850982,True,Holt,0.32548076413705807,-6.0999476030711595,False
750400,513,4845,2.6148830409356725,0.43230425705613823,0.2818523809523805,0.7603983853983856,0.7179194517880888,1.1984531017345548,0.6585840900047029,0.7300555745313875,0.386493846677377,post_maintenance,0.386493846677377,0.15247182371929746,0.26009924003742463,True,PostMaintenance,0.386493846677377,46.16473398028781,True
791400,514,4845,3.091284046692607,0.5787410321707761,0.5626523809523811,1.1049677419354842,1.040306883661572,1.6863854704335859,0.880818402372181,1.0414118220940765,0.4227786317729087,post_maintenance,0.4227786317729087,0.15920025438797067,0.3829701166151968,True,PostMaintenance,0.4227786317729087,59.36020049344928,True
748400,513,4845,2.7459493177387913,0.4723316802590013,0.4517738095238095,0.8204174397031537,0.7555331548795341,1.2974854981063768,0.7170743045255582,0.7654778755511749,0.46783063808612224,post_maintenance,0.46783063808612224,0.19239172506863791,0.21766028245013477,True,PostMaintenance,0.46783063808612224,38.07940325786028,True
